,sim_id,W01,AVE_p0,VE_p0,seed,scan_dict
0,2045,0.0023101297000831605,3.563636363636364,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_2045
0,2046,0.0023101297000831605,3.563636363636364,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_2046
0,2047,0.0023101297000831605,3.563636363636364,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_2047
0,2048,0.0023101297000831605,3.563636363636364,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_2048
0,2049,0.0023101297000831605,3.563636363636364,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_2049
0,2050,0.0023101297000831605,3.563636363636364,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_2050
0,2051,0.0023101297000831605,3.563636363636364,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_2051
0,2052,0.0023101297000831605,3.563636363636364,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_2052
0,2053,0.0023101297000831605,3.563636363636364,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_2053
0,2054,0.0023101297000831605,3.563636363636364,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_2054
0,2055,0.0023101297000831605,3.563636363636364,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_2055
0,2056,0.0023101297000831605,3.563636363636364,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_2056
0,2057,0.0023101297000831605,3.563636363636364,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_2057
0,2058,0.0023101297000831605,3.563636363636364,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_2058
0,2059,0.0023101297000831605,3.563636363636364,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_2059
0,2060,0.0023101297000831605,3.563636363636364,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_2060
0,2061,0.0023101297000831605,3.563636363636364,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_2061
0,2062,0.0023101297000831605,3.563636363636364,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_2062
0,2063,0.0023101297000831605,3.563636363636364,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_2063
0,2064,0.0023101297000831605,3.563636363636364,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_2064
0,2065,0.0023101297000831605,3.563636363636364,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_2065
0,2066,0.0023101297000831605,3.563636363636364,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_2066
0,2067,0.0023101297000831605,3.563636363636364,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_2067
0,2068,0.0023101297000831605,3.563636363636364,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_2068
0,2069,0.0023101297000831605,3.563636363636364,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_2069
0,2070,0.0023101297000831605,3.563636363636364,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_2070
0,2071,0.0023101297000831605,3.563636363636364,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_2071
0,2072,0.0023101297000831605,3.563636363636364,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_2072
0,2073,0.0023101297000831605,3.563636363636364,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_2073
0,2074,0.0023101297000831605,3.563636363636364,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_2074
0,2075,0.0023101297000831605,3.563636363636364,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_2075
0,2076,0.0023101297000831605,3.563636363636364,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_2076
0,2077,0.0023101297000831605,3.563636363636364,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_2077
0,2078,0.0023101297000831605,3.563636363636364,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_2078
0,2079,0.0023101297000831605,3.563636363636364,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_2079
0,2080,0.0023101297000831605,3.563636363636364,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_2080
0,2081,0.0023101297000831605,3.563636363636364,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_2081
0,2082,0.0023101297000831605,3.563636363636364,4.2,2022,23032022_W01_AVEp0_VEp0_2082
0,2083,0.0023101297000831605,3.563636363636364,4.2,2023,23032022_W01_AVEp0_VEp0_2083
0,2084,0.0023101297000831605,3.563636363636364,4.2,2024,23032022_W01_AVEp0_VEp0_2084
0,2085,0.0023101297000831605,3.563636363636364,4.2,2025,23032022_W01_AVEp0_VEp0_2085
0,2086,0.0023101297000831605,3.563636363636364,4.2,2026,23032022_W01_AVEp0_VEp0_2086
0,2087,0.0023101297000831605,3.563636363636364,4.2,2027,23032022_W01_AVEp0_VEp0_2087
0,2088,0.0023101297000831605,3.6545454545454548,3.2,2022,23032022_W01_AVEp0_VEp0_2088
0,2089,0.0023101297000831605,3.6545454545454548,3.2,2023,23032022_W01_AVEp0_VEp0_2089
0,2090,0.0023101297000831605,3.6545454545454548,3.2,2024,23032022_W01_AVEp0_VEp0_2090
0,2091,0.0023101297000831605,3.6545454545454548,3.2,2025,23032022_W01_AVEp0_VEp0_2091
0,2092,0.0023101297000831605,3.6545454545454548,3.2,2026,23032022_W01_AVEp0_VEp0_2092
0,2093,0.0023101297000831605,3.6545454545454548,3.2,2027,23032022_W01_AVEp0_VEp0_2093
0,2094,0.0023101297000831605,3.6545454545454548,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_2094
0,2095,0.0023101297000831605,3.6545454545454548,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_2095
0,2096,0.0023101297000831605,3.6545454545454548,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_2096
0,2097,0.0023101297000831605,3.6545454545454548,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_2097
0,2098,0.0023101297000831605,3.6545454545454548,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_2098
0,2099,0.0023101297000831605,3.6545454545454548,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_2099
0,2100,0.0023101297000831605,3.6545454545454548,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_2100
0,2101,0.0023101297000831605,3.6545454545454548,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_2101
0,2102,0.0023101297000831605,3.6545454545454548,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_2102
0,2103,0.0023101297000831605,3.6545454545454548,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_2103
0,2104,0.0023101297000831605,3.6545454545454548,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_2104
0,2105,0.0023101297000831605,3.6545454545454548,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_2105
0,2106,0.0023101297000831605,3.6545454545454548,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_2106
0,2107,0.0023101297000831605,3.6545454545454548,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_2107
0,2108,0.0023101297000831605,3.6545454545454548,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_2108
0,2109,0.0023101297000831605,3.6545454545454548,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_2109
0,2110,0.0023101297000831605,3.6545454545454548,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_2110
0,2111,0.0023101297000831605,3.6545454545454548,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_2111
0,2112,0.0023101297000831605,3.6545454545454548,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_2112
0,2113,0.0023101297000831605,3.6545454545454548,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_2113
0,2114,0.0023101297000831605,3.6545454545454548,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_2114
0,2115,0.0023101297000831605,3.6545454545454548,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_2115
0,2116,0.0023101297000831605,3.6545454545454548,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_2116
0,2117,0.0023101297000831605,3.6545454545454548,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_2117
0,2118,0.0023101297000831605,3.6545454545454548,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_2118
0,2119,0.0023101297000831605,3.6545454545454548,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_2119
0,2120,0.0023101297000831605,3.6545454545454548,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_2120
0,2121,0.0023101297000831605,3.6545454545454548,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_2121
0,2122,0.0023101297000831605,3.6545454545454548,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_2122
0,2123,0.0023101297000831605,3.6545454545454548,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_2123
0,2124,0.0023101297000831605,3.6545454545454548,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_2124
0,2125,0.0023101297000831605,3.6545454545454548,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_2125
0,2126,0.0023101297000831605,3.6545454545454548,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_2126
0,2127,0.0023101297000831605,3.6545454545454548,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_2127
0,2128,0.0023101297000831605,3.6545454545454548,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_2128
0,2129,0.0023101297000831605,3.6545454545454548,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_2129
0,2130,0.0023101297000831605,3.6545454545454548,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_2130
0,2131,0.0023101297000831605,3.6545454545454548,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_2131
0,2132,0.0023101297000831605,3.6545454545454548,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_2132
0,2133,0.0023101297000831605,3.6545454545454548,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_2133
0,2134,0.0023101297000831605,3.6545454545454548,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_2134
0,2135,0.0023101297000831605,3.6545454545454548,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_2135
0,2136,0.0023101297000831605,3.6545454545454548,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_2136
0,2137,0.0023101297000831605,3.6545454545454548,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_2137
0,2138,0.0023101297000831605,3.6545454545454548,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_2138
0,2139,0.0023101297000831605,3.6545454545454548,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_2139
0,2140,0.0023101297000831605,3.6545454545454548,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_2140
0,2141,0.0023101297000831605,3.6545454545454548,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_2141
0,2142,0.0023101297000831605,3.6545454545454548,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_2142
0,2143,0.0023101297000831605,3.6545454545454548,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_2143
0,2144,0.0023101297000831605,3.6545454545454548,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_2144
0,2145,0.0023101297000831605,3.6545454545454548,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_2145
0,2146,0.0023101297000831605,3.6545454545454548,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_2146
0,2147,0.0023101297000831605,3.6545454545454548,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_2147
0,2148,0.0023101297000831605,3.6545454545454548,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_2148
0,2149,0.0023101297000831605,3.6545454545454548,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_2149
0,2150,0.0023101297000831605,3.6545454545454548,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_2150
0,2151,0.0023101297000831605,3.6545454545454548,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_2151
0,2152,0.0023101297000831605,3.6545454545454548,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_2152
0,2153,0.0023101297000831605,3.6545454545454548,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_2153
0,2154,0.0023101297000831605,3.6545454545454548,4.2,2022,23032022_W01_AVEp0_VEp0_2154
0,2155,0.0023101297000831605,3.6545454545454548,4.2,2023,23032022_W01_AVEp0_VEp0_2155
0,2156,0.0023101297000831605,3.6545454545454548,4.2,2024,23032022_W01_AVEp0_VEp0_2156
0,2157,0.0023101297000831605,3.6545454545454548,4.2,2025,23032022_W01_AVEp0_VEp0_2157
0,2158,0.0023101297000831605,3.6545454545454548,4.2,2026,23032022_W01_AVEp0_VEp0_2158
0,2159,0.0023101297000831605,3.6545454545454548,4.2,2027,23032022_W01_AVEp0_VEp0_2159
0,2160,0.0023101297000831605,3.7454545454545456,3.2,2022,23032022_W01_AVEp0_VEp0_2160
0,2161,0.0023101297000831605,3.7454545454545456,3.2,2023,23032022_W01_AVEp0_VEp0_2161
0,2162,0.0023101297000831605,3.7454545454545456,3.2,2024,23032022_W01_AVEp0_VEp0_2162
0,2163,0.0023101297000831605,3.7454545454545456,3.2,2025,23032022_W01_AVEp0_VEp0_2163
0,2164,0.0023101297000831605,3.7454545454545456,3.2,2026,23032022_W01_AVEp0_VEp0_2164
0,2165,0.0023101297000831605,3.7454545454545456,3.2,2027,23032022_W01_AVEp0_VEp0_2165
0,2166,0.0023101297000831605,3.7454545454545456,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_2166
0,2167,0.0023101297000831605,3.7454545454545456,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_2167
0,2168,0.0023101297000831605,3.7454545454545456,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_2168
0,2169,0.0023101297000831605,3.7454545454545456,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_2169
0,2170,0.0023101297000831605,3.7454545454545456,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_2170
0,2171,0.0023101297000831605,3.7454545454545456,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_2171
0,2172,0.0023101297000831605,3.7454545454545456,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_2172
0,2173,0.0023101297000831605,3.7454545454545456,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_2173
0,2174,0.0023101297000831605,3.7454545454545456,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_2174
0,2175,0.0023101297000831605,3.7454545454545456,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_2175
0,2176,0.0023101297000831605,3.7454545454545456,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_2176
0,2177,0.0023101297000831605,3.7454545454545456,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_2177
0,2178,0.0023101297000831605,3.7454545454545456,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_2178
0,2179,0.0023101297000831605,3.7454545454545456,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_2179
0,2180,0.0023101297000831605,3.7454545454545456,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_2180
0,2181,0.0023101297000831605,3.7454545454545456,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_2181
0,2182,0.0023101297000831605,3.7454545454545456,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_2182
0,2183,0.0023101297000831605,3.7454545454545456,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_2183
0,2184,0.0023101297000831605,3.7454545454545456,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_2184
0,2185,0.0023101297000831605,3.7454545454545456,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_2185
0,2186,0.0023101297000831605,3.7454545454545456,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_2186
0,2187,0.0023101297000831605,3.7454545454545456,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_2187
0,2188,0.0023101297000831605,3.7454545454545456,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_2188
0,2189,0.0023101297000831605,3.7454545454545456,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_2189
0,2190,0.0023101297000831605,3.7454545454545456,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_2190
0,2191,0.0023101297000831605,3.7454545454545456,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_2191
0,2192,0.0023101297000831605,3.7454545454545456,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_2192
0,2193,0.0023101297000831605,3.7454545454545456,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_2193
0,2194,0.0023101297000831605,3.7454545454545456,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_2194
0,2195,0.0023101297000831605,3.7454545454545456,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_2195
0,2196,0.0023101297000831605,3.7454545454545456,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_2196
0,2197,0.0023101297000831605,3.7454545454545456,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_2197
0,2198,0.0023101297000831605,3.7454545454545456,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_2198
0,2199,0.0023101297000831605,3.7454545454545456,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_2199
0,2200,0.0023101297000831605,3.7454545454545456,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_2200
0,2201,0.0023101297000831605,3.7454545454545456,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_2201
0,2202,0.0023101297000831605,3.7454545454545456,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_2202
0,2203,0.0023101297000831605,3.7454545454545456,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_2203
0,2204,0.0023101297000831605,3.7454545454545456,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_2204
0,2205,0.0023101297000831605,3.7454545454545456,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_2205
0,2206,0.0023101297000831605,3.7454545454545456,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_2206
0,2207,0.0023101297000831605,3.7454545454545456,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_2207
0,2208,0.0023101297000831605,3.7454545454545456,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_2208
0,2209,0.0023101297000831605,3.7454545454545456,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_2209
0,2210,0.0023101297000831605,3.7454545454545456,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_2210
0,2211,0.0023101297000831605,3.7454545454545456,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_2211
0,2212,0.0023101297000831605,3.7454545454545456,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_2212
0,2213,0.0023101297000831605,3.7454545454545456,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_2213
0,2214,0.0023101297000831605,3.7454545454545456,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_2214
0,2215,0.0023101297000831605,3.7454545454545456,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_2215
0,2216,0.0023101297000831605,3.7454545454545456,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_2216
0,2217,0.0023101297000831605,3.7454545454545456,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_2217
0,2218,0.0023101297000831605,3.7454545454545456,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_2218
0,2219,0.0023101297000831605,3.7454545454545456,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_2219
0,2220,0.0023101297000831605,3.7454545454545456,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_2220
0,2221,0.0023101297000831605,3.7454545454545456,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_2221
0,2222,0.0023101297000831605,3.7454545454545456,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_2222
0,2223,0.0023101297000831605,3.7454545454545456,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_2223
0,2224,0.0023101297000831605,3.7454545454545456,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_2224
0,2225,0.0023101297000831605,3.7454545454545456,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_2225
0,2226,0.0023101297000831605,3.7454545454545456,4.2,2022,23032022_W01_AVEp0_VEp0_2226
0,2227,0.0023101297000831605,3.7454545454545456,4.2,2023,23032022_W01_AVEp0_VEp0_2227
0,2228,0.0023101297000831605,3.7454545454545456,4.2,2024,23032022_W01_AVEp0_VEp0_2228
0,2229,0.0023101297000831605,3.7454545454545456,4.2,2025,23032022_W01_AVEp0_VEp0_2229
0,2230,0.0023101297000831605,3.7454545454545456,4.2,2026,23032022_W01_AVEp0_VEp0_2230
0,2231,0.0023101297000831605,3.7454545454545456,4.2,2027,23032022_W01_AVEp0_VEp0_2231
0,2232,0.0023101297000831605,3.8363636363636364,3.2,2022,23032022_W01_AVEp0_VEp0_2232
0,2233,0.0023101297000831605,3.8363636363636364,3.2,2023,23032022_W01_AVEp0_VEp0_2233
0,2234,0.0023101297000831605,3.8363636363636364,3.2,2024,23032022_W01_AVEp0_VEp0_2234
0,2235,0.0023101297000831605,3.8363636363636364,3.2,2025,23032022_W01_AVEp0_VEp0_2235
0,2236,0.0023101297000831605,3.8363636363636364,3.2,2026,23032022_W01_AVEp0_VEp0_2236
0,2237,0.0023101297000831605,3.8363636363636364,3.2,2027,23032022_W01_AVEp0_VEp0_2237
0,2238,0.0023101297000831605,3.8363636363636364,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_2238
0,2239,0.0023101297000831605,3.8363636363636364,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_2239
0,2240,0.0023101297000831605,3.8363636363636364,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_2240
0,2241,0.0023101297000831605,3.8363636363636364,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_2241
0,2242,0.0023101297000831605,3.8363636363636364,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_2242
0,2243,0.0023101297000831605,3.8363636363636364,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_2243
0,2244,0.0023101297000831605,3.8363636363636364,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_2244
0,2245,0.0023101297000831605,3.8363636363636364,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_2245
0,2246,0.0023101297000831605,3.8363636363636364,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_2246
0,2247,0.0023101297000831605,3.8363636363636364,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_2247
0,2248,0.0023101297000831605,3.8363636363636364,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_2248
0,2249,0.0023101297000831605,3.8363636363636364,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_2249
0,2250,0.0023101297000831605,3.8363636363636364,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_2250
0,2251,0.0023101297000831605,3.8363636363636364,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_2251
0,2252,0.0023101297000831605,3.8363636363636364,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_2252
0,2253,0.0023101297000831605,3.8363636363636364,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_2253
0,2254,0.0023101297000831605,3.8363636363636364,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_2254
0,2255,0.0023101297000831605,3.8363636363636364,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_2255
0,2256,0.0023101297000831605,3.8363636363636364,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_2256
0,2257,0.0023101297000831605,3.8363636363636364,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_2257
0,2258,0.0023101297000831605,3.8363636363636364,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_2258
0,2259,0.0023101297000831605,3.8363636363636364,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_2259
0,2260,0.0023101297000831605,3.8363636363636364,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_2260
0,2261,0.0023101297000831605,3.8363636363636364,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_2261
0,2262,0.0023101297000831605,3.8363636363636364,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_2262
0,2263,0.0023101297000831605,3.8363636363636364,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_2263
0,2264,0.0023101297000831605,3.8363636363636364,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_2264
0,2265,0.0023101297000831605,3.8363636363636364,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_2265
0,2266,0.0023101297000831605,3.8363636363636364,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_2266
0,2267,0.0023101297000831605,3.8363636363636364,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_2267
0,2268,0.0023101297000831605,3.8363636363636364,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_2268
0,2269,0.0023101297000831605,3.8363636363636364,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_2269
0,2270,0.0023101297000831605,3.8363636363636364,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_2270
0,2271,0.0023101297000831605,3.8363636363636364,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_2271
0,2272,0.0023101297000831605,3.8363636363636364,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_2272
0,2273,0.0023101297000831605,3.8363636363636364,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_2273
0,2274,0.0023101297000831605,3.8363636363636364,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_2274
0,2275,0.0023101297000831605,3.8363636363636364,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_2275
0,2276,0.0023101297000831605,3.8363636363636364,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_2276
0,2277,0.0023101297000831605,3.8363636363636364,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_2277
0,2278,0.0023101297000831605,3.8363636363636364,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_2278
0,2279,0.0023101297000831605,3.8363636363636364,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_2279
0,2280,0.0023101297000831605,3.8363636363636364,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_2280
0,2281,0.0023101297000831605,3.8363636363636364,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_2281
0,2282,0.0023101297000831605,3.8363636363636364,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_2282
0,2283,0.0023101297000831605,3.8363636363636364,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_2283
0,2284,0.0023101297000831605,3.8363636363636364,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_2284
0,2285,0.0023101297000831605,3.8363636363636364,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_2285
0,2286,0.0023101297000831605,3.8363636363636364,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_2286
0,2287,0.0023101297000831605,3.8363636363636364,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_2287
0,2288,0.0023101297000831605,3.8363636363636364,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_2288
0,2289,0.0023101297000831605,3.8363636363636364,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_2289
0,2290,0.0023101297000831605,3.8363636363636364,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_2290
0,2291,0.0023101297000831605,3.8363636363636364,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_2291
0,2292,0.0023101297000831605,3.8363636363636364,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_2292
0,2293,0.0023101297000831605,3.8363636363636364,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_2293
0,2294,0.0023101297000831605,3.8363636363636364,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_2294
