,sim_id,W01,AVE_p0,VE_p0,seed,scan_dict
0,6325,0.01873817422860384,3.4727272727272727,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_6325
0,6326,0.01873817422860384,3.4727272727272727,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_6326
0,6327,0.01873817422860384,3.4727272727272727,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_6327
0,6328,0.01873817422860384,3.4727272727272727,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_6328
0,6329,0.01873817422860384,3.4727272727272727,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_6329
0,6330,0.01873817422860384,3.4727272727272727,4.2,2022,23032022_W01_AVEp0_VEp0_6330
0,6331,0.01873817422860384,3.4727272727272727,4.2,2023,23032022_W01_AVEp0_VEp0_6331
0,6332,0.01873817422860384,3.4727272727272727,4.2,2024,23032022_W01_AVEp0_VEp0_6332
0,6333,0.01873817422860384,3.4727272727272727,4.2,2025,23032022_W01_AVEp0_VEp0_6333
0,6334,0.01873817422860384,3.4727272727272727,4.2,2026,23032022_W01_AVEp0_VEp0_6334
0,6335,0.01873817422860384,3.4727272727272727,4.2,2027,23032022_W01_AVEp0_VEp0_6335
0,6336,0.01873817422860384,3.563636363636364,3.2,2022,23032022_W01_AVEp0_VEp0_6336
0,6337,0.01873817422860384,3.563636363636364,3.2,2023,23032022_W01_AVEp0_VEp0_6337
0,6338,0.01873817422860384,3.563636363636364,3.2,2024,23032022_W01_AVEp0_VEp0_6338
0,6339,0.01873817422860384,3.563636363636364,3.2,2025,23032022_W01_AVEp0_VEp0_6339
0,6340,0.01873817422860384,3.563636363636364,3.2,2026,23032022_W01_AVEp0_VEp0_6340
0,6341,0.01873817422860384,3.563636363636364,3.2,2027,23032022_W01_AVEp0_VEp0_6341
0,6342,0.01873817422860384,3.563636363636364,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_6342
0,6343,0.01873817422860384,3.563636363636364,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_6343
0,6344,0.01873817422860384,3.563636363636364,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_6344
0,6345,0.01873817422860384,3.563636363636364,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_6345
0,6346,0.01873817422860384,3.563636363636364,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_6346
0,6347,0.01873817422860384,3.563636363636364,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_6347
0,6348,0.01873817422860384,3.563636363636364,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_6348
0,6349,0.01873817422860384,3.563636363636364,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_6349
0,6350,0.01873817422860384,3.563636363636364,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_6350
0,6351,0.01873817422860384,3.563636363636364,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_6351
0,6352,0.01873817422860384,3.563636363636364,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_6352
0,6353,0.01873817422860384,3.563636363636364,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_6353
0,6354,0.01873817422860384,3.563636363636364,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_6354
0,6355,0.01873817422860384,3.563636363636364,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_6355
0,6356,0.01873817422860384,3.563636363636364,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_6356
0,6357,0.01873817422860384,3.563636363636364,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_6357
0,6358,0.01873817422860384,3.563636363636364,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_6358
0,6359,0.01873817422860384,3.563636363636364,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_6359
0,6360,0.01873817422860384,3.563636363636364,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_6360
0,6361,0.01873817422860384,3.563636363636364,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_6361
0,6362,0.01873817422860384,3.563636363636364,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_6362
0,6363,0.01873817422860384,3.563636363636364,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_6363
0,6364,0.01873817422860384,3.563636363636364,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_6364
0,6365,0.01873817422860384,3.563636363636364,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_6365
0,6366,0.01873817422860384,3.563636363636364,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_6366
0,6367,0.01873817422860384,3.563636363636364,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_6367
0,6368,0.01873817422860384,3.563636363636364,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_6368
0,6369,0.01873817422860384,3.563636363636364,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_6369
0,6370,0.01873817422860384,3.563636363636364,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_6370
0,6371,0.01873817422860384,3.563636363636364,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_6371
0,6372,0.01873817422860384,3.563636363636364,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_6372
0,6373,0.01873817422860384,3.563636363636364,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_6373
0,6374,0.01873817422860384,3.563636363636364,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_6374
0,6375,0.01873817422860384,3.563636363636364,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_6375
0,6376,0.01873817422860384,3.563636363636364,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_6376
0,6377,0.01873817422860384,3.563636363636364,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_6377
0,6378,0.01873817422860384,3.563636363636364,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_6378
0,6379,0.01873817422860384,3.563636363636364,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_6379
0,6380,0.01873817422860384,3.563636363636364,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_6380
0,6381,0.01873817422860384,3.563636363636364,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_6381
0,6382,0.01873817422860384,3.563636363636364,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_6382
0,6383,0.01873817422860384,3.563636363636364,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_6383
0,6384,0.01873817422860384,3.563636363636364,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_6384
0,6385,0.01873817422860384,3.563636363636364,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_6385
0,6386,0.01873817422860384,3.563636363636364,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_6386
0,6387,0.01873817422860384,3.563636363636364,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_6387
0,6388,0.01873817422860384,3.563636363636364,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_6388
0,6389,0.01873817422860384,3.563636363636364,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_6389
0,6390,0.01873817422860384,3.563636363636364,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_6390
0,6391,0.01873817422860384,3.563636363636364,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_6391
0,6392,0.01873817422860384,3.563636363636364,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_6392
0,6393,0.01873817422860384,3.563636363636364,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_6393
0,6394,0.01873817422860384,3.563636363636364,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_6394
0,6395,0.01873817422860384,3.563636363636364,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_6395
0,6396,0.01873817422860384,3.563636363636364,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_6396
0,6397,0.01873817422860384,3.563636363636364,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_6397
0,6398,0.01873817422860384,3.563636363636364,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_6398
0,6399,0.01873817422860384,3.563636363636364,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_6399
0,6400,0.01873817422860384,3.563636363636364,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_6400
0,6401,0.01873817422860384,3.563636363636364,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_6401
0,6402,0.01873817422860384,3.563636363636364,4.2,2022,23032022_W01_AVEp0_VEp0_6402
0,6403,0.01873817422860384,3.563636363636364,4.2,2023,23032022_W01_AVEp0_VEp0_6403
0,6404,0.01873817422860384,3.563636363636364,4.2,2024,23032022_W01_AVEp0_VEp0_6404
0,6405,0.01873817422860384,3.563636363636364,4.2,2025,23032022_W01_AVEp0_VEp0_6405
0,6406,0.01873817422860384,3.563636363636364,4.2,2026,23032022_W01_AVEp0_VEp0_6406
0,6407,0.01873817422860384,3.563636363636364,4.2,2027,23032022_W01_AVEp0_VEp0_6407
0,6408,0.01873817422860384,3.6545454545454548,3.2,2022,23032022_W01_AVEp0_VEp0_6408
0,6409,0.01873817422860384,3.6545454545454548,3.2,2023,23032022_W01_AVEp0_VEp0_6409
0,6410,0.01873817422860384,3.6545454545454548,3.2,2024,23032022_W01_AVEp0_VEp0_6410
0,6411,0.01873817422860384,3.6545454545454548,3.2,2025,23032022_W01_AVEp0_VEp0_6411
0,6412,0.01873817422860384,3.6545454545454548,3.2,2026,23032022_W01_AVEp0_VEp0_6412
0,6413,0.01873817422860384,3.6545454545454548,3.2,2027,23032022_W01_AVEp0_VEp0_6413
0,6414,0.01873817422860384,3.6545454545454548,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_6414
0,6415,0.01873817422860384,3.6545454545454548,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_6415
0,6416,0.01873817422860384,3.6545454545454548,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_6416
0,6417,0.01873817422860384,3.6545454545454548,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_6417
0,6418,0.01873817422860384,3.6545454545454548,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_6418
0,6419,0.01873817422860384,3.6545454545454548,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_6419
0,6420,0.01873817422860384,3.6545454545454548,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_6420
0,6421,0.01873817422860384,3.6545454545454548,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_6421
0,6422,0.01873817422860384,3.6545454545454548,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_6422
0,6423,0.01873817422860384,3.6545454545454548,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_6423
0,6424,0.01873817422860384,3.6545454545454548,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_6424
0,6425,0.01873817422860384,3.6545454545454548,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_6425
0,6426,0.01873817422860384,3.6545454545454548,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_6426
0,6427,0.01873817422860384,3.6545454545454548,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_6427
0,6428,0.01873817422860384,3.6545454545454548,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_6428
0,6429,0.01873817422860384,3.6545454545454548,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_6429
0,6430,0.01873817422860384,3.6545454545454548,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_6430
0,6431,0.01873817422860384,3.6545454545454548,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_6431
0,6432,0.01873817422860384,3.6545454545454548,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_6432
0,6433,0.01873817422860384,3.6545454545454548,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_6433
0,6434,0.01873817422860384,3.6545454545454548,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_6434
0,6435,0.01873817422860384,3.6545454545454548,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_6435
0,6436,0.01873817422860384,3.6545454545454548,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_6436
0,6437,0.01873817422860384,3.6545454545454548,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_6437
0,6438,0.01873817422860384,3.6545454545454548,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_6438
0,6439,0.01873817422860384,3.6545454545454548,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_6439
0,6440,0.01873817422860384,3.6545454545454548,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_6440
0,6441,0.01873817422860384,3.6545454545454548,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_6441
0,6442,0.01873817422860384,3.6545454545454548,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_6442
0,6443,0.01873817422860384,3.6545454545454548,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_6443
0,6444,0.01873817422860384,3.6545454545454548,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_6444
0,6445,0.01873817422860384,3.6545454545454548,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_6445
0,6446,0.01873817422860384,3.6545454545454548,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_6446
0,6447,0.01873817422860384,3.6545454545454548,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_6447
0,6448,0.01873817422860384,3.6545454545454548,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_6448
0,6449,0.01873817422860384,3.6545454545454548,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_6449
0,6450,0.01873817422860384,3.6545454545454548,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_6450
0,6451,0.01873817422860384,3.6545454545454548,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_6451
0,6452,0.01873817422860384,3.6545454545454548,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_6452
0,6453,0.01873817422860384,3.6545454545454548,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_6453
0,6454,0.01873817422860384,3.6545454545454548,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_6454
0,6455,0.01873817422860384,3.6545454545454548,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_6455
0,6456,0.01873817422860384,3.6545454545454548,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_6456
0,6457,0.01873817422860384,3.6545454545454548,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_6457
0,6458,0.01873817422860384,3.6545454545454548,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_6458
0,6459,0.01873817422860384,3.6545454545454548,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_6459
0,6460,0.01873817422860384,3.6545454545454548,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_6460
0,6461,0.01873817422860384,3.6545454545454548,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_6461
0,6462,0.01873817422860384,3.6545454545454548,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_6462
0,6463,0.01873817422860384,3.6545454545454548,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_6463
0,6464,0.01873817422860384,3.6545454545454548,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_6464
0,6465,0.01873817422860384,3.6545454545454548,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_6465
0,6466,0.01873817422860384,3.6545454545454548,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_6466
0,6467,0.01873817422860384,3.6545454545454548,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_6467
0,6468,0.01873817422860384,3.6545454545454548,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_6468
0,6469,0.01873817422860384,3.6545454545454548,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_6469
0,6470,0.01873817422860384,3.6545454545454548,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_6470
0,6471,0.01873817422860384,3.6545454545454548,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_6471
0,6472,0.01873817422860384,3.6545454545454548,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_6472
0,6473,0.01873817422860384,3.6545454545454548,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_6473
0,6474,0.01873817422860384,3.6545454545454548,4.2,2022,23032022_W01_AVEp0_VEp0_6474
0,6475,0.01873817422860384,3.6545454545454548,4.2,2023,23032022_W01_AVEp0_VEp0_6475
0,6476,0.01873817422860384,3.6545454545454548,4.2,2024,23032022_W01_AVEp0_VEp0_6476
0,6477,0.01873817422860384,3.6545454545454548,4.2,2025,23032022_W01_AVEp0_VEp0_6477
0,6478,0.01873817422860384,3.6545454545454548,4.2,2026,23032022_W01_AVEp0_VEp0_6478
0,6479,0.01873817422860384,3.6545454545454548,4.2,2027,23032022_W01_AVEp0_VEp0_6479
0,6480,0.01873817422860384,3.7454545454545456,3.2,2022,23032022_W01_AVEp0_VEp0_6480
0,6481,0.01873817422860384,3.7454545454545456,3.2,2023,23032022_W01_AVEp0_VEp0_6481
0,6482,0.01873817422860384,3.7454545454545456,3.2,2024,23032022_W01_AVEp0_VEp0_6482
0,6483,0.01873817422860384,3.7454545454545456,3.2,2025,23032022_W01_AVEp0_VEp0_6483
0,6484,0.01873817422860384,3.7454545454545456,3.2,2026,23032022_W01_AVEp0_VEp0_6484
0,6485,0.01873817422860384,3.7454545454545456,3.2,2027,23032022_W01_AVEp0_VEp0_6485
0,6486,0.01873817422860384,3.7454545454545456,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_6486
0,6487,0.01873817422860384,3.7454545454545456,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_6487
0,6488,0.01873817422860384,3.7454545454545456,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_6488
0,6489,0.01873817422860384,3.7454545454545456,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_6489
0,6490,0.01873817422860384,3.7454545454545456,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_6490
0,6491,0.01873817422860384,3.7454545454545456,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_6491
0,6492,0.01873817422860384,3.7454545454545456,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_6492
0,6493,0.01873817422860384,3.7454545454545456,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_6493
0,6494,0.01873817422860384,3.7454545454545456,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_6494
0,6495,0.01873817422860384,3.7454545454545456,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_6495
0,6496,0.01873817422860384,3.7454545454545456,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_6496
0,6497,0.01873817422860384,3.7454545454545456,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_6497
0,6498,0.01873817422860384,3.7454545454545456,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_6498
0,6499,0.01873817422860384,3.7454545454545456,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_6499
0,6500,0.01873817422860384,3.7454545454545456,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_6500
0,6501,0.01873817422860384,3.7454545454545456,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_6501
0,6502,0.01873817422860384,3.7454545454545456,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_6502
0,6503,0.01873817422860384,3.7454545454545456,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_6503
0,6504,0.01873817422860384,3.7454545454545456,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_6504
0,6505,0.01873817422860384,3.7454545454545456,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_6505
0,6506,0.01873817422860384,3.7454545454545456,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_6506
0,6507,0.01873817422860384,3.7454545454545456,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_6507
0,6508,0.01873817422860384,3.7454545454545456,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_6508
0,6509,0.01873817422860384,3.7454545454545456,3.563636363636364,2027,23032022_W01_AVEp0_VEp0_6509
0,6510,0.01873817422860384,3.7454545454545456,3.6545454545454548,2022,23032022_W01_AVEp0_VEp0_6510
0,6511,0.01873817422860384,3.7454545454545456,3.6545454545454548,2023,23032022_W01_AVEp0_VEp0_6511
0,6512,0.01873817422860384,3.7454545454545456,3.6545454545454548,2024,23032022_W01_AVEp0_VEp0_6512
0,6513,0.01873817422860384,3.7454545454545456,3.6545454545454548,2025,23032022_W01_AVEp0_VEp0_6513
0,6514,0.01873817422860384,3.7454545454545456,3.6545454545454548,2026,23032022_W01_AVEp0_VEp0_6514
0,6515,0.01873817422860384,3.7454545454545456,3.6545454545454548,2027,23032022_W01_AVEp0_VEp0_6515
0,6516,0.01873817422860384,3.7454545454545456,3.7454545454545456,2022,23032022_W01_AVEp0_VEp0_6516
0,6517,0.01873817422860384,3.7454545454545456,3.7454545454545456,2023,23032022_W01_AVEp0_VEp0_6517
0,6518,0.01873817422860384,3.7454545454545456,3.7454545454545456,2024,23032022_W01_AVEp0_VEp0_6518
0,6519,0.01873817422860384,3.7454545454545456,3.7454545454545456,2025,23032022_W01_AVEp0_VEp0_6519
0,6520,0.01873817422860384,3.7454545454545456,3.7454545454545456,2026,23032022_W01_AVEp0_VEp0_6520
0,6521,0.01873817422860384,3.7454545454545456,3.7454545454545456,2027,23032022_W01_AVEp0_VEp0_6521
0,6522,0.01873817422860384,3.7454545454545456,3.8363636363636364,2022,23032022_W01_AVEp0_VEp0_6522
0,6523,0.01873817422860384,3.7454545454545456,3.8363636363636364,2023,23032022_W01_AVEp0_VEp0_6523
0,6524,0.01873817422860384,3.7454545454545456,3.8363636363636364,2024,23032022_W01_AVEp0_VEp0_6524
0,6525,0.01873817422860384,3.7454545454545456,3.8363636363636364,2025,23032022_W01_AVEp0_VEp0_6525
0,6526,0.01873817422860384,3.7454545454545456,3.8363636363636364,2026,23032022_W01_AVEp0_VEp0_6526
0,6527,0.01873817422860384,3.7454545454545456,3.8363636363636364,2027,23032022_W01_AVEp0_VEp0_6527
0,6528,0.01873817422860384,3.7454545454545456,3.9272727272727277,2022,23032022_W01_AVEp0_VEp0_6528
0,6529,0.01873817422860384,3.7454545454545456,3.9272727272727277,2023,23032022_W01_AVEp0_VEp0_6529
0,6530,0.01873817422860384,3.7454545454545456,3.9272727272727277,2024,23032022_W01_AVEp0_VEp0_6530
0,6531,0.01873817422860384,3.7454545454545456,3.9272727272727277,2025,23032022_W01_AVEp0_VEp0_6531
0,6532,0.01873817422860384,3.7454545454545456,3.9272727272727277,2026,23032022_W01_AVEp0_VEp0_6532
0,6533,0.01873817422860384,3.7454545454545456,3.9272727272727277,2027,23032022_W01_AVEp0_VEp0_6533
0,6534,0.01873817422860384,3.7454545454545456,4.0181818181818185,2022,23032022_W01_AVEp0_VEp0_6534
0,6535,0.01873817422860384,3.7454545454545456,4.0181818181818185,2023,23032022_W01_AVEp0_VEp0_6535
0,6536,0.01873817422860384,3.7454545454545456,4.0181818181818185,2024,23032022_W01_AVEp0_VEp0_6536
0,6537,0.01873817422860384,3.7454545454545456,4.0181818181818185,2025,23032022_W01_AVEp0_VEp0_6537
0,6538,0.01873817422860384,3.7454545454545456,4.0181818181818185,2026,23032022_W01_AVEp0_VEp0_6538
0,6539,0.01873817422860384,3.7454545454545456,4.0181818181818185,2027,23032022_W01_AVEp0_VEp0_6539
0,6540,0.01873817422860384,3.7454545454545456,4.109090909090909,2022,23032022_W01_AVEp0_VEp0_6540
0,6541,0.01873817422860384,3.7454545454545456,4.109090909090909,2023,23032022_W01_AVEp0_VEp0_6541
0,6542,0.01873817422860384,3.7454545454545456,4.109090909090909,2024,23032022_W01_AVEp0_VEp0_6542
0,6543,0.01873817422860384,3.7454545454545456,4.109090909090909,2025,23032022_W01_AVEp0_VEp0_6543
0,6544,0.01873817422860384,3.7454545454545456,4.109090909090909,2026,23032022_W01_AVEp0_VEp0_6544
0,6545,0.01873817422860384,3.7454545454545456,4.109090909090909,2027,23032022_W01_AVEp0_VEp0_6545
0,6546,0.01873817422860384,3.7454545454545456,4.2,2022,23032022_W01_AVEp0_VEp0_6546
0,6547,0.01873817422860384,3.7454545454545456,4.2,2023,23032022_W01_AVEp0_VEp0_6547
0,6548,0.01873817422860384,3.7454545454545456,4.2,2024,23032022_W01_AVEp0_VEp0_6548
0,6549,0.01873817422860384,3.7454545454545456,4.2,2025,23032022_W01_AVEp0_VEp0_6549
0,6550,0.01873817422860384,3.7454545454545456,4.2,2026,23032022_W01_AVEp0_VEp0_6550
0,6551,0.01873817422860384,3.7454545454545456,4.2,2027,23032022_W01_AVEp0_VEp0_6551
0,6552,0.01873817422860384,3.8363636363636364,3.2,2022,23032022_W01_AVEp0_VEp0_6552
0,6553,0.01873817422860384,3.8363636363636364,3.2,2023,23032022_W01_AVEp0_VEp0_6553
0,6554,0.01873817422860384,3.8363636363636364,3.2,2024,23032022_W01_AVEp0_VEp0_6554
0,6555,0.01873817422860384,3.8363636363636364,3.2,2025,23032022_W01_AVEp0_VEp0_6555
0,6556,0.01873817422860384,3.8363636363636364,3.2,2026,23032022_W01_AVEp0_VEp0_6556
0,6557,0.01873817422860384,3.8363636363636364,3.2,2027,23032022_W01_AVEp0_VEp0_6557
0,6558,0.01873817422860384,3.8363636363636364,3.290909090909091,2022,23032022_W01_AVEp0_VEp0_6558
0,6559,0.01873817422860384,3.8363636363636364,3.290909090909091,2023,23032022_W01_AVEp0_VEp0_6559
0,6560,0.01873817422860384,3.8363636363636364,3.290909090909091,2024,23032022_W01_AVEp0_VEp0_6560
0,6561,0.01873817422860384,3.8363636363636364,3.290909090909091,2025,23032022_W01_AVEp0_VEp0_6561
0,6562,0.01873817422860384,3.8363636363636364,3.290909090909091,2026,23032022_W01_AVEp0_VEp0_6562
0,6563,0.01873817422860384,3.8363636363636364,3.290909090909091,2027,23032022_W01_AVEp0_VEp0_6563
0,6564,0.01873817422860384,3.8363636363636364,3.381818181818182,2022,23032022_W01_AVEp0_VEp0_6564
0,6565,0.01873817422860384,3.8363636363636364,3.381818181818182,2023,23032022_W01_AVEp0_VEp0_6565
0,6566,0.01873817422860384,3.8363636363636364,3.381818181818182,2024,23032022_W01_AVEp0_VEp0_6566
0,6567,0.01873817422860384,3.8363636363636364,3.381818181818182,2025,23032022_W01_AVEp0_VEp0_6567
0,6568,0.01873817422860384,3.8363636363636364,3.381818181818182,2026,23032022_W01_AVEp0_VEp0_6568
0,6569,0.01873817422860384,3.8363636363636364,3.381818181818182,2027,23032022_W01_AVEp0_VEp0_6569
0,6570,0.01873817422860384,3.8363636363636364,3.4727272727272727,2022,23032022_W01_AVEp0_VEp0_6570
0,6571,0.01873817422860384,3.8363636363636364,3.4727272727272727,2023,23032022_W01_AVEp0_VEp0_6571
0,6572,0.01873817422860384,3.8363636363636364,3.4727272727272727,2024,23032022_W01_AVEp0_VEp0_6572
0,6573,0.01873817422860384,3.8363636363636364,3.4727272727272727,2025,23032022_W01_AVEp0_VEp0_6573
0,6574,0.01873817422860384,3.8363636363636364,3.4727272727272727,2026,23032022_W01_AVEp0_VEp0_6574
0,6575,0.01873817422860384,3.8363636363636364,3.4727272727272727,2027,23032022_W01_AVEp0_VEp0_6575
0,6576,0.01873817422860384,3.8363636363636364,3.563636363636364,2022,23032022_W01_AVEp0_VEp0_6576
0,6577,0.01873817422860384,3.8363636363636364,3.563636363636364,2023,23032022_W01_AVEp0_VEp0_6577
0,6578,0.01873817422860384,3.8363636363636364,3.563636363636364,2024,23032022_W01_AVEp0_VEp0_6578
0,6579,0.01873817422860384,3.8363636363636364,3.563636363636364,2025,23032022_W01_AVEp0_VEp0_6579
0,6580,0.01873817422860384,3.8363636363636364,3.563636363636364,2026,23032022_W01_AVEp0_VEp0_6580
